Timestamp (s),Engine RPM,Vehicle Speed (km/h),Coolant Temp (°C),Throttle Position (%),Engine Load (%),Intake Air Temp (°C),MAF Air Flow (g/s)
3705,600,0,105,3,11,26,45.6
3706,600,0,105,5,18,23,7.8
3707,600,0,105,9,20,35,49.0
3708,600,0,105,5,12,32,8.7
3709,600,0,105,4,19,31,38.5
3710,600,0,105,4,15,48,19.1
3711,600,0,105,9,19,53,25.2
3712,600,0,105,10,19,60,2.7
3713,600,0,105,1,12,59,27.0
3714,600,0,105,5,17,40,5.3
3715,600,0,105,9,19,55,37.8
3716,600,0,105,4,13,34,41.3
3717,600,0,105,10,18,52,9.9
3718,600,0,105,9,10,41,10.5
3719,600,0,105,3,20,43,17.5
3720,600,0,105,6,11,40,39.9
3721,600,0,105,6,13,44,35.4
3722,600,0,105,2,15,48,16.5
3723,600,0,105,8,11,41,39.1
3724,600,0,105,8,15,40,22.8
3725,600,0,105,2,14,60,28.6
3726,600,0,105,5,19,49,14.9
3727,600,0,105,7,16,55,48.1
3728,600,0,105,10,14,24,27.9
3729,600,0,105,0,19,45,44.6
3730,600,0,105,9,15,46,21.8
3731,600,0,105,3,17,56,26.8
3732,600,0,105,4,16,32,30.7
3733,600,0,105,0,10,38,4.1
3734,600,0,105,9,17,43,17.5
3735,600,0,105,3,18,30,11.7
3736,600,0,105,6,13,55,29.5
3737,600,0,105,5,11,41,6.6
3738,600,0,105,3,14,40,3.0
3739,600,0,105,8,18,60,19.8
3740,600,0,105,5,11,41,5.4
3741,600,0,105,1,18,56,33.5
3742,600,0,105,7,19,33,3.1
3743,600,0,105,8,10,23,25.0
3744,600,0,105,1,18,42,16.7
3745,600,0,105,9,19,33,36.5
3746,600,0,105,8,12,53,27.1
3747,600,0,105,1,19,38,24.7
3748,600,0,105,3,16,30,44.0
3749,600,0,105,4,11,40,9.6
3750,600,0,105,3,20,60,5.1
3751,600,0,105,4,17,52,48.6
3752,600,0,105,5,18,45,18.0
3753,600,0,105,2,13,57,40.9
3754,600,0,105,0,20,37,42.9
3755,600,0,105,5,15,41,21.1
3756,600,0,105,0,15,52,5.5
3757,600,0,105,5,12,22,18.8
3758,600,0,105,0,11,57,16.7
3759,600,0,105,10,14,50,34.3
3760,600,0,105,7,10,52,30.3
3761,600,0,105,2,15,35,30.1
3762,600,0,105,9,12,25,34.0
3763,600,0,105,3,20,40,41.8
3764,600,0,105,5,13,56,48.6
3765,600,0,105,4,13,39,14.6
3766,600,0,105,3,14,50,28.1
3767,600,0,105,0,13,54,32.0
3768,600,0,105,6,11,47,36.7
3769,600,0,105,9,20,40,2.6
3770,600,0,105,4,10,39,16.4
3771,600,0,105,2,14,27,49.0
3772,600,0,105,10,17,26,5.8
3773,600,0,105,8,18,26,11.9
3774,600,0,105,8,11,33,41.8
3775,600,0,105,10,20,27,8.7
3776,600,0,105,4,10,44,6.2
3777,600,0,105,9,17,36,49.9
3778,600,0,105,6,20,23,26.5
3779,600,0,105,5,18,47,16.4
3780,600,0,105,4,16,49,16.4
3781,600,0,105,10,13,21,38.3
3782,600,0,105,8,14,60,42.1
3783,600,0,105,5,19,59,28.3
3784,600,0,105,4,18,40,12.0
3785,600,0,105,3,12,34,34.0
3786,600,0,105,7,15,46,6.6
3787,600,0,105,2,15,23,24.3
3788,600,0,105,9,15,22,4.0
3789,600,0,105,9,19,48,19.9
3790,600,0,105,2,14,57,21.0
3791,600,0,105,4,16,31,31.0
3792,600,0,105,9,18,40,39.8
3793,600,0,105,10,17,47,45.2
3794,600,0,105,8,11,23,5.3
3795,600,0,105,4,19,34,12.6
3796,600,0,105,9,13,23,24.8
3797,600,0,105,2,17,26,13.3
3798,600,0,105,4,10,21,10.9
3799,600,0,105,2,17,46,14.9
3800,600,0,105,1,15,45,26.6
3801,600,0,105,10,17,30,3.3
3802,600,0,105,3,11,52,4.2
3803,600,0,105,2,11,50,43.3
3804,600,0,105,3,10,41,34.4
3805,600,0,105,0,12,48,15.3
3806,600,0,105,8,14,54,39.1
3807,600,0,105,5,19,55,15.5
3808,600,0,105,10,16,49,34.3
3809,600,0,105,1,16,36,25.1
3810,600,0,105,7,15,41,45.8
3811,600,0,105,0,18,53,11.8
3812,600,0,105,2,14,39,38.1
3813,600,0,105,7,18,27,31.1
3814,600,0,105,10,15,54,31.4
3815,600,0,105,6,14,39,28.3
3816,600,0,105,1,11,44,20.2
3817,600,0,105,1,11,32,41.8
3818,600,0,105,4,13,52,13.9
3819,600,0,105,9,19,32,34.2
3820,600,0,105,6,13,43,14.4
3821,600,0,105,5,16,49,42.0
3822,600,0,105,6,10,57,45.2
3823,600,0,105,9,19,58,3.1
3824,600,0,105,3,18,54,39.9
3825,600,0,105,2,10,36,31.6
3826,600,0,105,1,19,49,25.6
3827,600,0,105,7,20,44,5.8
3828,600,0,105,8,15,38,38.2
3829,600,0,105,8,14,39,35.4
3830,600,0,105,8,10,35,14.6
3831,600,0,105,10,16,29,41.6
3832,600,0,105,1,15,38,37.7
3833,600,0,105,1,12,40,40.5
3834,600,0,105,0,11,51,13.2
3835,600,0,105,4,10,48,27.8
3836,600,0,105,1,16,55,11.2
3837,600,0,105,1,16,31,48.7
3838,600,0,105,9,19,49,18.9
3839,600,0,105,4,18,27,12.5
3840,600,0,105,10,15,55,40.3
3841,600,0,105,7,11,27,3.1
3842,600,0,105,6,10,42,6.2
3843,600,0,105,3,16,58,26.9
3844,600,0,105,10,16,51,8.7
3845,600,0,105,9,16,20,26.2
3846,600,0,105,6,17,55,11.6
3847,600,0,105,8,10,57,47.4
3848,600,0,105,10,19,27,17.0
3849,600,0,105,2,18,20,33.3
3850,600,0,105,2,17,25,26.7
3851,600,0,105,3,17,41,48.6
3852,600,0,105,8,12,34,37.8
3853,600,0,105,9,14,29,44.5
3854,600,0,105,4,20,52,38.6
3855,600,0,105,9,18,50,33.8
3856,600,0,105,1,12,51,48.7
3857,600,0,105,10,12,52,20.6
3858,600,0,105,6,14,54,20.6
3859,600,0,105,6,14,44,40.9
3860,600,0,105,5,20,52,13.8
3861,600,0,105,6,18,37,47.6
3862,600,0,105,7,17,58,36.3
3863,600,0,105,5,17,51,28.5
3864,600,0,105,10,13,40,23.4
3865,600,0,105,0,10,51,14.3
3866,600,0,105,0,12,51,8.8
3867,600,0,105,2,15,39,15.2
3868,600,0,105,7,18,60,22.1
3869,600,0,105,7,10,56,23.9
3870,600,0,105,3,13,50,2.0
3871,600,0,105,0,16,24,13.3
3872,600,0,105,8,16,40,2.3
3873,600,0,105,1,16,54,42.9
3874,600,0,105,6,19,42,47.1
3875,600,0,105,7,20,46,15.0
3876,600,0,105,1,13,31,25.7
3877,600,0,105,4,15,39,13.3
3878,600,0,105,4,14,30,20.2
3879,600,0,105,5,11,39,18.2
3880,600,0,105,10,13,35,46.9
3881,600,0,105,8,19,59,40.7
3882,600,0,105,0,17,21,13.6
3883,600,0,105,2,19,40,32.1
3884,600,0,105,4,14,24,23.7
3885,600,0,105,5,17,53,22.2
3886,600,0,105,0,10,22,42.6
3887,600,0,105,5,12,38,18.6
3888,600,0,105,5,17,27,26.3
3889,600,0,105,3,16,43,14.4
3890,600,0,105,1,12,35,48.4
3891,600,0,105,3,20,56,32.3
3892,600,0,105,4,13,33,9.4
3893,600,0,105,1,11,26,14.9
3894,600,0,105,4,11,32,43.9
3895,600,0,105,8,20,50,42.9
3896,600,0,105,1,15,58,18.4
3897,600,0,105,5,12,22,7.3
3898,600,0,105,10,11,36,10.4
3899,600,0,105,3,13,51,33.8
3900,600,0,105,1,15,20,43.5
3901,600,0,105,2,15,23,6.7
3902,600,0,105,8,16,37,38.8
3903,600,0,105,2,15,45,49.9
3904,600,0,105,5,11,56,34.2
3905,600,0,105,7,16,33,24.9
3906,600,0,105,3,13,51,7.8
3907,600,0,105,3,12,57,37.1
3908,600,0,105,3,17,53,37.3
3909,600,0,105,6,16,37,24.7
3910,600,0,105,2,19,43,43.1
3911,600,0,105,2,13,45,44.6
3912,600,0,105,0,20,43,9.7
3913,600,0,105,6,12,28,25.6
3914,600,0,105,4,15,25,36.7
3915,600,0,105,6,20,45,26.6
3916,600,0,105,4,14,45,47.5
3917,600,0,105,9,11,57,17.4
3918,600,0,105,9,13,21,35.8
3919,600,0,105,7,16,28,49.9
3920,600,0,105,10,17,56,30.4
3921,600,0,105,9,13,59,45.5
3922,600,0,105,6,11,48,39.8
3923,600,0,105,5,16,21,41.5
3924,600,0,105,7,12,36,36.9
3925,600,0,105,8,18,47,38.4
3926,600,0,105,0,10,39,19.1
3927,600,0,105,1,12,51,8.9
3928,600,0,105,10,16,51,38.3
3929,600,0,105,0,10,51,19.4
3930,600,0,105,6,15,27,32.5
3931,600,0,105,1,12,32,20.4
3932,600,0,105,3,12,24,43.9
3933,600,0,105,8,18,38,16.3
3934,600,0,105,7,20,36,10.2
3935,600,0,105,5,17,21,10.7
3936,600,0,105,2,17,20,12.1
3937,600,0,105,1,16,42,37.8
3938,600,0,105,5,20,51,26.2
3939,600,0,105,4,20,48,20.6
3940,600,0,105,0,12,54,27.2
3941,600,0,105,2,15,60,47.0
3942,600,0,105,3,16,53,7.7
3943,600,0,105,4,20,43,16.1
3944,600,0,105,3,17,38,19.5
3945,600,0,105,8,16,59,42.0
3946,600,0,105,3,12,44,34.7
3947,600,0,105,0,16,24,14.4
3948,600,0,105,7,16,33,32.6
3949,600,0,105,6,19,42,45.6
3950,600,0,105,10,13,29,22.1
3951,600,0,105,2,11,34,39.0
3952,600,0,105,2,17,36,17.7
3953,600,0,105,7,18,30,24.5
3954,600,0,105,0,20,57,39.8
3955,600,0,105,4,15,59,41.7
3956,600,0,105,0,10,31,30.0
3957,600,0,105,5,12,55,19.0
3958,600,0,105,7,18,46,9.1
3959,600,0,105,4,13,23,12.5
3960,600,0,105,10,14,55,25.8
3961,600,0,105,7,18,20,10.8
3962,600,0,105,5,17,28,43.3
3963,600,0,105,10,20,44,31.3
3964,600,0,105,6,15,36,7.7
3965,600,0,105,3,20,35,23.0
3966,600,0,105,8,20,52,26.6
3967,600,0,105,5,19,54,16.3
3968,600,0,105,1,10,55,21.7
3969,600,0,105,9,20,48,14.7
3970,600,0,105,0,17,33,47.1
3971,600,0,105,6,12,30,15.3
3972,600,0,105,4,17,21,33.0
3973,600,0,105,2,13,50,5.0
3974,600,0,105,10,20,45,49.3
3975,600,0,105,6,18,51,45.0
3976,600,0,105,9,20,50,16.5
3977,600,0,105,10,12,45,49.1
3978,600,0,105,9,12,42,18.2
3979,600,0,105,10,16,26,43.2
3980,600,0,105,7,10,56,29.4
3981,600,0,105,5,15,25,25.8
3982,600,0,105,2,15,35,47.5
3983,600,0,105,9,15,35,26.0
3984,600,0,105,3,18,42,7.0
3985,600,0,105,0,13,50,11.9
3986,600,0,105,5,20,52,13.0
3987,600,0,105,8,10,26,40.8
3988,600,0,105,7,18,36,40.5
3989,600,0,105,2,11,23,29.9
3990,600,0,105,3,12,45,35.1
3991,600,0,105,3,19,30,45.2
3992,600,0,105,4,11,59,39.2
3993,600,0,105,8,19,39,14.0
3994,600,0,105,9,11,40,27.6
3995,600,0,105,0,13,50,30.3
3996,600,0,105,3,12,28,14.6
3997,600,0,105,1,17,42,31.4
3998,600,0,105,5,17,35,26.8
3999,600,0,105,0,18,44,39.5
4000,600,0,105,1,13,35,48.2
4001,600,0,105,9,20,56,37.8
4002,600,0,105,0,12,59,25.7
4003,600,0,105,3,17,50,40.5
4004,600,0,105,8,19,52,41.0
4005,600,0,105,2,15,23,20.0
4006,600,0,105,10,15,40,31.1
4007,600,0,105,0,11,41,17.2
4008,600,0,105,5,13,55,30.0
4009,600,0,105,3,17,50,31.1
4010,600,0,105,2,17,57,11.8
4011,600,0,105,0,10,55,14.8
4012,600,0,105,2,12,40,18.3
4013,600,0,105,8,15,35,48.8
4014,600,0,105,7,14,41,34.0
4015,600,0,105,6,20,38,39.8
4016,600,0,105,3,19,30,10.8
4017,600,0,105,2,11,24,39.0
4018,600,0,105,0,12,28,3.5
4019,600,0,105,8,14,28,31.9
4020,600,0,105,10,10,58,14.4
4021,600,0,105,9,20,39,37.4
4022,600,0,105,0,20,43,19.1
4023,600,0,105,7,20,29,13.9
4024,600,0,105,1,10,37,40.0
4025,600,0,105,6,12,37,29.2
4026,600,0,105,5,11,58,4.9
4027,600,0,105,7,18,45,41.7
4028,600,0,105,3,15,37,26.2
4029,600,0,105,10,19,50,46.1
4030,600,0,105,1,20,52,44.0
4031,600,0,105,1,10,41,48.6
4032,600,0,105,2,19,27,10.1
4033,600,0,105,6,16,39,45.0
4034,600,0,105,6,16,45,33.8
4035,600,0,105,7,19,47,5.0
4036,600,0,105,5,20,56,13.9
4037,600,0,105,5,20,40,40.0
4038,600,0,105,7,15,52,7.2
4039,600,0,105,3,20,20,46.8
4040,600,0,105,0,19,57,16.1
4041,600,0,105,1,17,42,2.9
4042,600,0,105,8,19,37,31.9
4043,600,0,105,2,10,41,49.8
4044,600,0,105,10,19,57,11.2
4045,600,0,105,2,13,59,24.0
4046,600,0,105,6,15,31,39.8
4047,600,0,105,6,10,32,49.2
4048,600,0,105,4,16,35,21.3
4049,600,0,105,10,20,52,44.0
4050,600,0,105,10,19,33,15.8
4051,600,0,105,10,13,44,38.4
4052,600,0,105,2,16,53,49.3
4053,600,0,105,4,15,51,9.1
4054,600,0,105,6,13,42,39.5
4055,600,0,105,9,18,26,8.5
4056,600,0,105,6,19,24,49.6
4057,600,0,105,1,20,25,26.1
4058,600,0,105,9,20,22,47.9
4059,600,0,105,1,17,28,9.2
4060,600,0,105,3,17,38,46.8
4061,600,0,105,6,10,30,36.4
4062,600,0,105,10,10,58,43.9
4063,600,0,105,3,17,57,24.1
4064,600,0,105,8,14,50,47.0
4065,600,0,105,4,16,50,4.2
4066,600,0,105,10,16,22,39.6
4067,600,0,105,1,19,22,6.9
4068,600,0,105,3,14,22,29.8
4069,600,0,105,8,16,24,5.5
4070,600,0,105,0,17,26,15.6
4071,600,0,105,0,11,33,8.2
4072,600,0,105,0,11,37,4.6
4073,600,0,105,2,19,43,45.4
4074,600,0,105,7,17,43,36.7
4075,600,0,105,5,17,43,13.6
4076,600,0,105,1,11,48,19.6
4077,600,0,105,8,14,50,15.1
4078,600,0,105,8,14,42,38.3
4079,600,0,105,6,15,56,46.0
4080,600,0,105,10,15,39,42.6
4081,600,0,105,5,17,39,3.7
4082,600,0,105,7,14,59,17.6
4083,600,0,105,4,17,21,49.0
4084,600,0,105,10,19,34,12.5
4085,600,0,105,5,13,47,24.6
4086,600,0,105,7,18,30,45.8
4087,600,0,105,2,18,45,31.9
4088,600,0,105,1,18,40,26.2
4089,600,0,105,6,12,37,42.2
4090,600,0,105,1,13,49,30.0
4091,600,0,105,5,10,21,12.7
4092,600,0,105,10,13,34,11.0
4093,600,0,105,7,13,42,40.2
4094,600,0,105,6,12,52,31.3
4095,600,0,105,0,18,40,7.0
4096,600,0,105,9,10,43,10.9
4097,600,0,105,4,17,53,44.8
4098,600,0,105,3,14,28,24.0
4099,600,0,105,0,15,37,35.3
4100,600,0,105,9,14,25,21.6
4101,600,0,105,3,20,47,48.7
4102,600,0,105,3,18,20,16.4
4103,600,0,105,3,11,41,26.3
4104,600,0,105,5,12,49,8.3
4105,600,0,105,5,10,39,42.1
4106,600,0,105,5,14,43,4.1
4107,600,0,105,4,13,36,18.1
4108,600,0,105,7,13,47,31.5
4109,600,0,105,6,19,60,14.9
4110,600,0,105,9,14,22,23.1
4111,600,0,105,5,20,38,3.5
4112,600,0,105,2,12,58,4.8
4113,600,0,105,9,15,53,10.8
4114,600,0,105,0,15,48,14.8
4115,600,0,105,6,17,54,45.8
4116,600,0,105,2,20,25,16.1
4117,600,0,105,10,18,36,46.8
4118,600,0,105,2,18,31,41.4
4119,600,0,105,7,14,52,3.8
4120,600,0,105,0,12,20,4.1
4121,600,0,105,3,12,21,45.0
4122,600,0,105,6,12,46,25.8
4123,600,0,105,9,12,36,39.1
4124,600,0,105,0,18,57,18.4
4125,600,0,105,7,19,56,12.4
4126,600,0,105,9,13,56,13.6
4127,600,0,105,1,13,28,16.2
4128,600,0,105,5,12,25,31.1
4129,600,0,105,4,19,29,37.4
4130,600,0,105,2,11,20,7.1
4131,600,0,105,2,18,45,27.6
4132,600,0,105,6,13,32,28.9
4133,600,0,105,0,13,37,38.3
4134,600,0,105,2,18,32,14.8
4135,600,0,105,10,12,51,19.2
4136,600,0,105,7,12,46,42.9
4137,600,0,105,10,11,45,48.7
4138,600,0,105,7,15,34,33.2
4139,600,0,105,1,16,44,26.5
4140,600,0,105,6,17,21,33.4
4141,600,0,105,0,13,32,48.5
4142,600,0,105,2,13,54,6.7
4143,600,0,105,10,17,45,20.7
4144,600,0,105,7,20,24,23.2
4145,600,0,105,5,18,31,12.1
4146,600,0,105,3,14,24,47.0
4147,600,0,105,2,13,45,3.0
4148,600,0,105,0,11,30,24.5
4149,600,0,105,1,18,46,7.1
4150,600,0,105,0,19,57,30.4
4151,600,0,105,6,14,57,32.5
4152,600,0,105,6,15,47,43.9
4153,600,0,105,3,16,41,40.2
4154,600,0,105,6,11,28,3.3
4155,600,0,105,2,18,44,27.6
4156,600,0,105,5,16,41,32.1
4157,600,0,105,10,20,44,8.0
4158,600,0,105,6,14,29,3.0
4159,600,0,105,3,19,43,35.9
4160,600,0,105,2,19,59,24.6
4161,600,0,105,1,20,49,19.3
4162,600,0,105,2,18,40,26.3
4163,600,0,105,0,19,25,49.9
4164,600,0,105,1,19,34,44.3
4165,600,0,105,8,10,31,9.4
4166,600,0,105,0,17,50,13.4
4167,600,0,105,6,15,33,39.2
4168,600,0,105,8,19,36,10.4
4169,600,0,105,4,17,56,43.0
4170,600,0,105,5,10,58,23.9
4171,600,0,105,0,13,51,20.6
4172,600,0,105,1,17,60,43.5
4173,600,0,105,9,15,46,8.3
4174,600,0,105,9,11,20,31.0
4175,600,0,105,8,13,39,12.1
4176,600,0,105,6,18,41,39.8
4177,600,0,105,3,15,44,39.4
4178,600,0,105,9,13,43,46.4
4179,600,0,105,4,16,25,45.1
4180,600,0,105,0,13,58,24.1
4181,600,0,105,6,18,26,9.3
4182,600,0,105,2,11,53,33.0
4183,600,0,105,0,20,54,23.5
4184,600,0,105,3,17,40,2.7
4185,600,0,105,4,13,56,3.5
4186,600,0,105,8,20,57,48.4
4187,600,0,105,7,19,37,18.6
4188,600,0,105,1,14,55,48.4
4189,600,0,105,6,10,29,27.4
4190,600,0,105,1,13,43,3.1
4191,600,0,105,10,15,33,14.7
4192,600,0,105,2,18,50,48.4
4193,600,0,105,3,19,52,7.8
4194,600,0,105,9,10,33,40.9
4195,600,0,105,8,17,25,41.8
4196,600,0,105,10,14,34,6.9
4197,600,0,105,8,20,60,24.6
4198,600,0,105,2,10,20,46.7
4199,600,0,105,0,20,43,2.1
4200,600,0,105,9,20,33,2.2
4201,600,0,105,6,16,25,14.5
4202,600,0,105,10,17,55,3.4
4203,600,0,105,7,17,23,27.6
4204,600,0,105,4,19,29,27.5
4205,600,0,105,1,14,27,16.1
4206,600,0,105,2,10,36,24.1
4207,600,0,105,5,10,25,48.5
4208,600,0,105,3,20,21,45.9
4209,600,0,105,1,11,22,26.4
4210,600,0,105,4,18,57,48.6
4211,600,0,105,10,17,22,31.3
4212,600,0,105,2,15,49,13.2
4213,600,0,105,4,19,44,48.5
4214,600,0,105,6,10,53,20.3
4215,600,0,105,5,17,54,31.3
4216,600,0,105,1,11,42,46.6
4217,600,0,105,3,16,60,10.8
4218,600,0,105,2,13,54,32.3
4219,600,0,105,10,15,47,32.0
4220,600,0,105,7,13,39,4.5
4221,600,0,105,10,12,47,30.4
4222,600,0,105,3,13,20,42.6
4223,600,0,105,10,11,59,33.4
4224,600,0,105,3,11,36,16.7
4225,600,0,105,8,14,40,29.2
4226,600,0,105,6,16,37,18.3
4227,600,0,105,9,17,32,44.5
4228,600,0,105,10,20,51,27.8
4229,600,0,105,8,10,30,22.7
4230,600,0,105,1,12,26,13.4
4231,600,0,105,1,11,55,25.9
4232,600,0,105,10,11,22,23.9
4233,600,0,105,7,19,20,49.5
4234,600,0,105,5,15,32,36.2
4235,600,0,105,4,20,41,16.7
4236,600,0,105,2,20,24,12.7
4237,600,0,105,3,11,37,32.6
4238,600,0,105,10,12,36,49.2
4239,600,0,105,8,17,21,34.0
4240,600,0,105,8,19,55,27.5
4241,600,0,105,3,11,45,46.2
4242,600,0,105,3,15,29,16.4
4243,600,0,105,2,14,27,31.7
4244,600,0,105,3,14,42,7.5
4245,600,0,105,5,20,38,12.7
4246,600,0,105,0,19,41,39.6
4247,600,0,105,5,15,42,28.8
4248,600,0,105,0,15,44,47.5
4249,600,0,105,5,19,54,24.0
4250,600,0,105,9,20,27,3.1
4251,600,0,105,9,13,48,9.2
4252,600,0,105,4,10,23,27.6
4253,600,0,105,5,16,60,6.5
4254,600,0,105,0,15,47,12.5
4255,600,0,105,1,18,24,11.0
4256,600,0,105,2,17,59,9.3
4257,600,0,105,2,10,50,17.4
4258,600,0,105,2,14,39,42.8
4259,600,0,105,10,13,54,28.4
4260,600,0,105,5,19,39,4.7
4261,600,0,105,6,18,54,7.5
4262,600,0,105,9,20,22,43.4
4263,600,0,105,5,14,26,4.0
4264,600,0,105,6,11,60,7.6
4265,600,0,105,0,12,52,39.5
4266,600,0,105,4,19,35,15.0
4267,600,0,105,8,11,21,48.4
4268,600,0,105,0,11,39,15.2
4269,600,0,105,7,20,26,37.9
4270,600,0,105,3,14,32,23.8
4271,600,0,105,7,15,29,27.8
4272,600,0,105,4,17,31,18.1
4273,600,0,105,3,16,37,39.5
4274,600,0,105,4,11,36,8.9
4275,600,0,105,8,19,51,6.3
4276,600,0,105,5,19,30,35.6
4277,600,0,105,4,15,26,31.6
4278,600,0,105,7,15,36,26.0
4279,600,0,105,5,19,26,18.9
4280,600,0,105,3,12,28,4.6
4281,600,0,105,3,17,28,9.0
4282,600,0,105,7,19,57,43.6
4283,600,0,105,1,14,34,39.3
4284,600,0,105,5,10,46,22.1
4285,600,0,105,6,16,36,37.0
4286,600,0,105,5,15,30,19.9
4287,600,0,105,1,10,46,25.8
4288,600,0,105,4,14,46,45.7
4289,600,0,105,3,19,50,3.0
4290,600,0,105,4,19,33,6.3
4291,600,0,105,0,15,59,22.3
4292,600,0,105,10,20,50,34.8
4293,600,0,105,6,15,26,32.5
4294,600,0,105,4,14,37,38.4
4295,600,0,105,1,13,51,6.3
4296,600,0,105,6,16,51,41.9
4297,600,0,105,2,10,31,14.9
4298,600,0,105,5,19,34,27.6
4299,600,0,105,5,19,57,45.2
4300,600,0,105,0,13,35,8.0
4301,600,0,105,4,13,34,33.1
4302,600,0,105,9,10,30,20.8
4303,600,0,105,2,15,42,9.8
4304,600,0,105,2,13,32,24.5
4305,600,0,105,3,19,20,44.2
4306,600,0,105,8,20,51,20.0
4307,600,0,105,2,17,47,46.8
4308,600,0,105,9,10,41,5.2
4309,600,0,105,9,19,28,21.8
4310,600,0,105,2,18,33,37.0
4311,600,0,105,7,17,59,8.3
4312,600,0,105,4,12,49,14.0
4313,600,0,105,1,12,38,12.5
4314,600,0,105,7,18,47,11.6
4315,600,0,105,8,13,35,15.8
4316,600,0,105,9,15,44,2.0
4317,600,0,105,7,16,33,39.7
4318,600,0,105,4,15,59,9.7
4319,600,0,105,6,17,47,45.6
4320,600,0,105,6,11,51,36.3
4321,600,0,105,10,14,57,14.3
4322,600,0,105,7,10,54,29.9
4323,600,0,105,6,16,56,41.5
4324,600,0,105,10,19,21,49.3
4325,600,0,105,0,15,42,12.9
4326,600,0,105,6,15,25,18.3
4327,600,0,105,2,12,25,2.7
4328,600,0,105,5,14,58,39.4
4329,600,0,105,9,14,24,45.2
4330,600,0,105,8,18,52,49.2
4331,600,0,105,4,18,26,13.8
4332,600,0,105,7,18,22,8.8
4333,600,0,105,7,12,53,18.7
4334,600,0,105,1,19,56,43.1
4335,600,0,105,8,10,22,41.8
4336,600,0,105,9,11,30,43.9
4337,600,0,105,6,18,47,20.4
4338,600,0,105,10,20,33,35.0
4339,600,0,105,4,13,42,23.8
4340,600,0,105,7,12,42,2.7
4341,600,0,105,0,13,34,18.9
4342,600,0,105,0,16,39,43.8
4343,600,0,105,6,15,58,12.5
4344,600,0,105,8,12,51,41.0
4345,600,0,105,2,18,45,23.0
4346,600,0,105,10,15,45,25.5
4347,600,0,105,8,16,50,43.6
4348,600,0,105,5,19,42,39.1
4349,600,0,105,0,14,36,13.9
4350,600,0,105,3,17,21,15.2
4351,600,0,105,2,20,44,6.4
4352,600,0,105,4,12,48,7.4
4353,600,0,105,9,10,46,21.7
4354,600,0,105,1,11,30,5.3
4355,600,0,105,10,10,26,6.5
4356,600,0,105,0,20,36,2.9
4357,600,0,105,5,13,43,28.1
4358,600,0,105,10,10,55,46.6
4359,600,0,105,3,19,60,8.6
4360,600,0,105,9,12,31,20.2
4361,600,0,105,6,18,40,23.1
4362,600,0,105,1,20,26,36.2
4363,600,0,105,5,19,20,44.8
4364,600,0,105,5,12,45,5.7
4365,600,0,105,7,15,47,9.8
4366,600,0,105,10,14,20,8.3
4367,600,0,105,9,19,58,42.9
4368,600,0,105,4,17,45,44.9
4369,600,0,105,10,13,38,12.7
4370,600,0,105,5,13,52,49.5
4371,600,0,105,10,17,29,16.0
4372,600,0,105,10,18,59,40.8
4373,600,0,105,5,20,36,11.2
4374,600,0,105,7,11,49,48.0
4375,600,0,105,6,10,41,42.3
4376,600,0,105,10,12,50,37.2
4377,600,0,105,2,15,23,13.6
4378,600,0,105,2,12,29,21.4
4379,600,0,105,8,17,51,23.1
4380,600,0,105,3,17,39,38.4
4381,600,0,105,10,18,38,17.0
4382,600,0,105,6,13,46,13.8
4383,600,0,105,3,20,23,5.7
4384,600,0,105,10,16,42,23.7
4385,600,0,105,10,13,36,7.3
4386,600,0,105,0,18,55,9.3
4387,600,0,105,7,12,35,11.5
4388,600,0,105,0,12,25,25.2
4389,600,0,105,4,15,55,7.9
4390,600,0,105,5,19,55,43.4
4391,600,0,105,3,11,30,28.9
4392,600,0,105,2,16,47,11.0
4393,600,0,105,3,11,26,18.7
4394,600,0,105,10,19,27,4.7
4395,600,0,105,5,16,43,16.1
4396,600,0,105,3,17,40,39.3
4397,600,0,105,7,11,21,25.6
4398,600,0,105,4,19,44,31.9
4399,600,0,105,0,15,55,15.3
4400,600,0,105,6,19,28,22.9
4401,600,0,105,3,15,28,14.3
4402,600,0,105,1,19,30,11.6
4403,600,0,105,4,19,53,9.2
4404,600,0,105,5,11,60,15.8
4405,600,0,105,6,17,30,8.0
4406,600,0,105,10,15,37,13.4
4407,600,0,105,4,13,41,41.8
4408,600,0,105,6,20,32,11.0
4409,600,0,105,7,15,33,4.4
4410,600,0,105,0,20,34,21.0
4411,600,0,105,8,13,26,42.2
4412,600,0,105,3,10,55,22.4
4413,600,0,105,0,12,25,23.6
4414,600,0,105,0,10,56,22.8
4415,600,0,105,8,13,45,7.6
4416,600,0,105,4,10,29,4.0
4417,600,0,105,1,16,24,14.4
4418,600,0,105,2,12,26,47.3
4419,600,0,105,8,19,53,48.4
4420,600,0,105,5,17,49,28.9
4421,600,0,105,9,16,38,9.4
4422,600,0,105,4,19,46,34.5
4423,600,0,105,2,20,55,24.2
4424,600,0,105,9,13,38,22.0
4425,600,0,105,4,17,35,37.6
4426,600,0,105,9,14,42,39.8
4427,600,0,105,0,15,35,11.4
4428,600,0,105,3,20,60,15.1
4429,600,0,105,1,11,28,29.6
4430,600,0,105,2,12,30,4.2
4431,600,0,105,6,15,50,26.7
4432,600,0,105,6,10,60,30.6
4433,600,0,105,9,13,26,49.0
4434,600,0,105,7,10,57,47.8
4435,600,0,105,0,12,37,10.5
4436,600,0,105,4,19,49,12.6
